Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRI37,15.85,Low Fat,Soft Drinks,57.3904,OUT010,1998,Tier 3,Grocery Store,-1.285127358848305
FDR25,17.0,Regular,Canned,265.6884,OUT017,2007,Tier 2,Supermarket Type1,0.3569490189277216
FDQ33,13.35,Low Fat,Snack Foods,150.3708,OUT049,1999,Tier 1,Supermarket Type1,1.4680701010506163
FDA49,19.7,Low Fat,Canned,86.6198,OUT013,1987,Tier 3,Supermarket Type1,-0.680273606317347
FDC08,19.0,Regular,Fruits and Vegetables,226.172,OUT013,1987,Tier 3,Supermarket Type1,0.6936523771467807
FDW48,12.8,Low Fat,Baking Goods,81.8618,OUT019,1985,Tier 1,Grocery Store,-1.2566370746913078
FDS46,17.6,Regular,Snack Foods,119.6782,OUT046,1997,Tier 1,Supermarket Type1,0.0297424220943284
FDO33,14.75,Low Fat,Snack Foods,113.1518,OUT013,1987,Tier 3,Supermarket Type1,-0.1305853498099214
NCX42,6.36,Low Fat,Household,163.0526,OUT017,2007,Tier 2,Supermarket Type1,-0.2948741489066106
FDS34,19.35,Regular,Snack Foods,113.9518,OUT049,1999,Tier 1,Supermarket Type1,-0.6229440876841554
FDA09,13.35,Regular,Snack Foods,179.066,OUT017,2007,Tier 2,Supermarket Type1,0.3871659869730216
FDS47,16.75,Low Fat,Breads,86.9856,OUT010,1998,Tier 3,Grocery Store,-1.2710688262898058
FDC45,17.0,Low Fat,Fruits and Vegetables,170.8106,OUT013,1987,Tier 3,Supermarket Type1,0.3336372878392412
FDO51,6.785,Regular,Meat,41.2112,OUT013,1987,Tier 3,Supermarket Type1,-0.8361895478895596
FDP37,12.8,Low Fat,Breakfast,126.4994,OUT027,1985,Tier 3,Supermarket Type3,0.8623294272696852
FDR21,19.7,Low Fat,Snack Foods,175.137,OUT017,2007,Tier 2,Supermarket Type1,0.4691834716674081
FDY56,16.35,Regular,Fruits and Vegetables,225.9062,OUT046,1997,Tier 1,Supermarket Type1,2.1509735788744004
FDU27,18.6,Regular,Meat,47.0376,OUT046,1997,Tier 1,Supermarket Type1,-0.7862917062300898
FDN57,18.25,Low Fat,Snack Foods,143.0154,OUT013,1987,Tier 3,Supermarket Type1,0.0589602418253677
FDI44,16.1,Low Fat,Fruits and Vegetables,78.4328,OUT013,1987,Tier 3,Supermarket Type1,-0.609993958521884
FDT56,16.0,Regular,Fruits and Vegetables,58.1246,OUT046,1997,Tier 1,Supermarket Type1,-0.9288233427363122
FDX04,19.6,Regular,Frozen Foods,46.0376,OUT013,1987,Tier 3,Supermarket Type1,-1.0192180400496635
NCM41,16.5,Low Fat,Health and Hygiene,91.912,OUT035,2004,Tier 2,Supermarket Type1,-0.489300608621084
FDR35,12.5,Low Fat,Breads,198.9742,OUT045,2002,Tier 2,Supermarket Type1,-0.7157533466804344
DRE48,8.43,Low Fat,Soft Drinks,196.8768,OUT035,2004,Tier 2,Supermarket Type1,0.8110668815513757
FDY36,12.3,Low Fat,Baking Goods,71.638,OUT010,1998,Tier 3,Grocery Store,-1.271735299866685
FDU52,7.56,Low Fat,Frozen Foods,157.263,OUT045,2002,Tier 2,Supermarket Type1,0.2619814050710639
FDS13,6.465,Low Fat,Canned,266.1884,OUT013,1987,Tier 3,Supermarket Type1,2.0749994877890745
FDS35,9.3,Low Fat,Breads,65.7826,OUT046,1997,Tier 1,Supermarket Type1,-0.7330201855634632
FDJ33,8.895,Regular,Snack Foods,121.273,OUT010,1998,Tier 3,Grocery Store,-1.2195917090688282
FDV34,10.695,Regular,Snack Foods,72.9038,OUT045,2002,Tier 2,Supermarket Type1,-0.6902847593279673
FDP15,15.2,Low Fat,Meat,254.933,OUT018,2009,Tier 3,Supermarket Type2,1.308069344676679
NCT53,5.4,Low Fat,Health and Hygiene,165.8526,OUT010,1998,Tier 3,Grocery Store,-1.123117465222559
NCG18,15.3,Low Fat,Household,103.8332,OUT017,2007,Tier 2,Supermarket Type1,-0.230099445427518
FDW07,18.0,Regular,Fruits and Vegetables,88.0514,OUT018,2009,Tier 3,Supermarket Type2,-0.7889690762848256
FDI10,8.51,Regular,Snack Foods,172.4422,OUT045,2002,Tier 2,Supermarket Type1,0.203348570512199
FDX59,10.195,Low Fat,Breads,34.5558,OUT045,2002,Tier 2,Supermarket Type1,-1.0749035954474309
NCM41,12.8,Low Fat,Health and Hygiene,91.912,OUT027,1985,Tier 3,Supermarket Type3,0.0532337636283543
FDG04,13.1,Low Fat,Frozen Foods,185.0898,OUT018,2009,Tier 3,Supermarket Type2,-0.148106018400867
NCH07,13.15,Low Fat,Household,159.5604,OUT013,1987,Tier 3,Supermarket Type1,-0.1282491536853841
FDQ09,7.235,Low Fat,Snack Foods,114.8834,OUT049,1999,Tier 1,Supermarket Type1,0.80459181697024
DRC24,12.8,Low Fat,Soft Drinks,152.2998,OUT019,1985,Tier 1,Grocery Store,-1.1462910068974426
FDV07,9.5,Low Fat,Fruits and Vegetables,110.4228,OUT017,2007,Tier 2,Supermarket Type1,-0.3578981108296654
FDP03,5.15,Regular,Meat,122.5388,OUT013,1987,Tier 3,Supermarket Type1,-1.120229047515381
FDC33,8.96,Regular,Fruits and Vegetables,196.4768,OUT046,1997,Tier 1,Supermarket Type1,0.2999684506137269
FDZ55,6.055,Low Fat,Fruits and Vegetables,159.692,OUT049,1999,Tier 1,Supermarket Type1,0.0451712658542044
FDQ34,12.8,Low Fat,Snack Foods,104.4622,OUT027,1985,Tier 3,Supermarket Type3,0.0415756304533459
FDZ14,7.71,Regular,Dairy,122.3756,OUT018,2009,Tier 3,Supermarket Type2,-0.333337501768656
NCD43,8.85,Low Fat,Household,105.6964,OUT013,1987,Tier 3,Supermarket Type1,-1.2246934227577049
FDJ41,12.8,Low Fat,Frozen Foods,262.5594,OUT019,1985,Tier 1,Grocery Store,-0.951200519621994
FDW33,9.395,Low Fat,Snack Foods,104.928,OUT045,2002,Tier 2,Supermarket Type1,-0.5238611976143857
DRD24,13.85,Low Fat,Soft Drinks,140.9154,OUT017,2007,Tier 2,Supermarket Type1,-0.2577504453080991
DRE01,10.1,Low Fat,Soft Drinks,241.8512,OUT010,1998,Tier 3,Grocery Store,-1.0468449822625092
FDT58,9.0,Low Fat,Snack Foods,167.4816,OUT013,1987,Tier 3,Supermarket Type1,0.2989488743824868
FDT27,11.395,Regular,Meat,233.1616,OUT013,1987,Tier 3,Supermarket Type1,2.5895512865033288
FDE21,12.8,Low Fat,Fruits and Vegetables,114.9492,OUT045,2002,Tier 2,Supermarket Type1,-0.2344402128160103
FDL44,18.25,Low Fat,Fruits and Vegetables,162.8894,OUT013,1987,Tier 3,Supermarket Type1,0.8417155205687517
FDG12,6.635,Regular,Baking Goods,119.1098,OUT035,2004,Tier 2,Supermarket Type1,-0.0790844206422526
DRN37,9.6,Low Fat,Soft Drinks,167.3158,OUT046,1997,Tier 1,Supermarket Type1,-0.0445237862054593
FDJ58,15.6,Regular,Snack Foods,172.4764,OUT049,1999,Tier 1,Supermarket Type1,0.2411102023890884
FDS09,12.8,Regular,Snack Foods,51.3008,OUT027,1985,Tier 3,Supermarket Type3,-0.868996541767314
FDQ44,20.5,Low Fat,Fruits and Vegetables,120.1756,OUT035,2004,Tier 2,Supermarket Type1,0.8386938237642215
FDK02,12.5,Low Fat,Canned,119.144,OUT018,2009,Tier 3,Supermarket Type2,0.7368194743543524
FDA34,12.8,Low Fat,Starchy Foods,174.408,OUT027,1985,Tier 3,Supermarket Type3,3.464980017872883
FDP59,12.8,Regular,Breads,103.1648,OUT027,1985,Tier 3,Supermarket Type3,-0.0816286887012066
FDN10,11.5,Low Fat,Snack Foods,118.6124,OUT046,1997,Tier 1,Supermarket Type1,-0.2158310219658014
NCK05,20.1,Low Fat,Health and Hygiene,59.3536,OUT017,2007,Tier 2,Supermarket Type1,-0.765395508469142
FDR35,12.5,Low Fat,Breads,197.2742,OUT049,1999,Tier 1,Supermarket Type1,1.0912213424285158
FDB21,7.475,Low Fat,Fruits and Vegetables,241.2854,OUT045,2002,Tier 2,Supermarket Type1,2.086222933063043
NCW06,16.2,Low Fat,Household,193.4162,OUT049,1999,Tier 1,Supermarket Type1,0.7549968570890591
FDT13,14.85,Low Fat,Canned,187.3214,OUT046,1997,Tier 1,Supermarket Type1,1.4486449073072096
FDQ40,11.1,Regular,Frozen Foods,175.0712,OUT017,2007,Tier 2,Supermarket Type1,0.8041601459981641
FDP39,12.65,Low Fat,Meat,51.5324,OUT035,2004,Tier 2,Supermarket Type1,-0.827537701325027
FDI48,12.8,Regular,Baking Goods,52.7666,OUT019,1985,Tier 1,Grocery Store,-1.2842575245730894
FDA39,6.32,Low Fat,Meat,41.0822,OUT013,1987,Tier 3,Supermarket Type1,-0.7498553534744162
FDD51,11.15,Low Fat,Dairy,47.2744,OUT010,1998,Tier 3,Grocery Store,-1.2844327147587828
FDS20,8.85,Low Fat,Fruits and Vegetables,183.9292,OUT017,2007,Tier 2,Supermarket Type1,0.5313440916463112
FDO21,12.8,Regular,Snack Foods,224.0404,OUT019,1985,Tier 1,Grocery Store,-1.0890828901100096
FDH21,10.395,Low Fat,Seafood,156.9604,OUT035,2004,Tier 2,Supermarket Type1,1.618291599332966
FDT16,9.895,Regular,Frozen Foods,261.6278,OUT017,2007,Tier 2,Supermarket Type1,1.195622627297139
FDQ59,9.8,Regular,Breads,85.8908,OUT045,2002,Tier 2,Supermarket Type1,-0.1645095153397442
FDL09,12.8,Regular,Snack Foods,168.8816,OUT019,1985,Tier 1,Grocery Store,-1.2523203649705503
NCU54,8.88,Low Fat,Household,211.127,OUT013,1987,Tier 3,Supermarket Type1,0.4286042446307719
FDZ14,12.8,Regular,Dairy,121.4756,OUT019,1985,Tier 1,Grocery Store,-1.1962829939464634
FDJ14,10.3,Regular,Canned,80.596,OUT045,2002,Tier 2,Supermarket Type1,-0.6486613061966796
FDS14,7.285,Low Fat,Dairy,157.4288,OUT045,2002,Tier 2,Supermarket Type1,-0.036734907605332
NCM26,20.5,Low Fat,Others,154.634,OUT013,1987,Tier 3,Supermarket Type1,0.1281634037275918
FDP22,14.65,Regular,Snack Foods,52.8666,OUT035,2004,Tier 2,Supermarket Type1,-1.0619534662851593
FDC34,16.0,Regular,Snack Foods,157.0972,OUT046,1997,Tier 1,Supermarket Type1,1.6692287740379006
FDZ21,17.6,Regular,Snack Foods,98.241,OUT035,2004,Tier 2,Supermarket Type1,-0.1092556309140525
FDL48,19.35,Regular,Baking Goods,49.2034,OUT013,1987,Tier 3,Supermarket Type1,-0.8884217355107212
FDJ33,8.895,Regular,Snack Foods,125.173,OUT017,2007,Tier 2,Supermarket Type1,0.5555176660825514
DRP47,12.8,Low Fat,Hard Drinks,252.4382,OUT019,1985,Tier 1,Grocery Store,-1.0293065745896788
FDW12,12.8,Regular,Baking Goods,144.5444,OUT027,1985,Tier 3,Supermarket Type3,1.273818163616544
FDW19,12.35,Regular,Fruits and Vegetables,110.957,OUT035,2004,Tier 2,Supermarket Type1,-0.2267994787600782
DRO59,11.8,Low Fat,Hard Drinks,75.5012,OUT018,2009,Tier 3,Supermarket Type2,-0.8269977779301952
NCK42,7.475,Low Fat,Household,217.6192,OUT046,1997,Tier 1,Supermarket Type1,-0.2422102903133732
DRF36,16.1,Low Fat,Soft Drinks,189.3846,OUT045,2002,Tier 2,Supermarket Type1,0.9928003607952524
DRB48,12.8,Regular,Soft Drinks,40.2822,OUT027,1985,Tier 3,Supermarket Type3,-0.5206380673022106
DRI11,8.26,Low Fat,Hard Drinks,113.5834,OUT046,1997,Tier 1,Supermarket Type1,-0.3211953589442797
FDE08,12.8,Low Fat,Fruits and Vegetables,149.8734,OUT019,1985,Tier 1,Grocery Store,-1.0723135696149766
FDX40,12.8,Low Fat,Frozen Foods,39.9164,OUT019,1985,Tier 1,Grocery Store,-1.3360645335532395
FDB28,6.615,Low Fat,Dairy,199.2426,OUT018,2009,Tier 3,Supermarket Type2,0.1849925443289456
FDO19,17.7,Regular,Fruits and Vegetables,50.1034,OUT010,1998,Tier 3,Grocery Store,-1.2980774880105763
FDJ53,10.5,Low Fat,Frozen Foods,120.6098,OUT013,1987,Tier 3,Supermarket Type1,-0.2999068318866549
FDI46,9.5,Low Fat,Snack Foods,253.6724,OUT049,1999,Tier 1,Supermarket Type1,1.902331098958788
FDI38,13.35,Regular,Canned,207.3638,OUT049,1999,Tier 1,Supermarket Type1,2.3978893749017103
FDD22,10.0,Low Fat,Snack Foods,111.7544,OUT045,2002,Tier 2,Supermarket Type1,-0.4301833800440093
FDW50,12.8,Low Fat,Dairy,168.4158,OUT019,1985,Tier 1,Grocery Store,-1.1444026219516212
FDT50,6.75,Regular,Dairy,97.3752,OUT010,1998,Tier 3,Grocery Store,-1.2412885501418591
DRJ59,11.65,Low Fat,Hard Drinks,40.0164,OUT035,2004,Tier 2,Supermarket Type1,-0.9800972416213424
FDK25,11.6,Regular,Breakfast,168.2474,OUT045,2002,Tier 2,Supermarket Type1,0.4955154009640266
FDK55,18.5,Low Fat,Meat,87.7172,OUT017,2007,Tier 2,Supermarket Type1,-0.8405062576103167
FDP34,12.85,Low Fat,Snack Foods,157.763,OUT018,2009,Tier 3,Supermarket Type2,0.3634240835088574
FDP25,15.2,Low Fat,Canned,216.3824,OUT035,2004,Tier 2,Supermarket Type1,2.6033647576097514
FDE58,18.5,Low Fat,Snack Foods,118.4124,OUT013,1987,Tier 3,Supermarket Type1,0.1756472106559206
NCI29,12.8,Low Fat,Health and Hygiene,139.9154,OUT027,1985,Tier 3,Supermarket Type3,1.8570056468908367
FDW31,11.35,Regular,Fruits and Vegetables,199.4742,OUT045,2002,Tier 2,Supermarket Type1,0.3168036185246798
FDC53,8.68,Low Fat,Frozen Foods,99.9384,OUT049,1999,Tier 1,Supermarket Type1,-0.6021747310754456
FDO13,7.865,Low Fat,Breakfast,165.9526,OUT035,2004,Tier 2,Supermarket Type1,0.4128255978102849
FDN57,18.25,Low Fat,Snack Foods,140.4154,OUT017,2007,Tier 2,Supermarket Type1,-0.3566330540288863
FDA43,12.8,Low Fat,Fruits and Vegetables,194.5794,OUT019,1985,Tier 1,Grocery Store,-1.1070101637461611
FDH14,17.1,Regular,Canned,141.1838,OUT013,1987,Tier 3,Supermarket Type1,0.0962197517939887
FDD36,13.3,Low Fat,Baking Goods,119.9124,OUT010,1998,Tier 3,Grocery Store,-1.2842640169041537
FDW01,14.5,Low Fat,Canned,151.7682,OUT018,2009,Tier 3,Supermarket Type2,-0.2244688604260433
FDU60,20.0,Regular,Baking Goods,168.7132,OUT045,2002,Tier 2,Supermarket Type1,2.8053867725411865
FDN27,20.85,Low Fat,Meat,117.2808,OUT049,1999,Tier 1,Supermarket Type1,-0.3734382658243911
FDY55,16.75,Low Fat,Fruits and Vegetables,257.0988,OUT049,1999,Tier 1,Supermarket Type1,2.8045234305970355
NCP43,17.75,Low Fat,Others,178.066,OUT017,2007,Tier 2,Supermarket Type1,0.2679539739283847
FDB02,9.695,Regular,Canned,176.337,OUT013,1987,Tier 3,Supermarket Type1,0.9267547020676676
FDM20,10.0,Low Fat,Fruits and Vegetables,243.8144,OUT046,1997,Tier 1,Supermarket Type1,1.6571419868197808
FDU34,12.8,Low Fat,Snack Foods,125.9046,OUT027,1985,Tier 3,Supermarket Type3,1.5449075340800944
FDD34,7.945,Low Fat,Snack Foods,161.821,OUT013,1987,Tier 3,Supermarket Type1,0.225289372444628
FDW27,12.8,Regular,Meat,154.5314,OUT027,1985,Tier 3,Supermarket Type3,-0.455887421490853
FDI56,7.325,Low Fat,Fruits and Vegetables,93.1146,OUT035,2004,Tier 2,Supermarket Type1,-0.2754049425127329
FDX38,12.8,Regular,Dairy,49.5376,OUT019,1985,Tier 1,Grocery Store,-1.2678605199652764
DRC01,5.92,Regular,Soft Drinks,48.2692,OUT018,2009,Tier 3,Supermarket Type2,-1.0736085825312036
FDW13,8.5,Low Fat,Canned,52.5324,OUT046,1997,Tier 1,Supermarket Type1,-0.5866837260297951
DRD27,18.75,Low Fat,Dairy,97.6042,OUT013,1987,Tier 3,Supermarket Type1,-0.396316827344404
NCG42,19.2,Low Fat,Household,129.931,OUT017,2007,Tier 2,Supermarket Type1,-0.0468296951176367
FDS15,12.8,Regular,Meat,109.2596,OUT027,1985,Tier 3,Supermarket Type3,0.5361578621242311
FDS23,4.635,Low Fat,Breads,128.2994,OUT049,1999,Tier 1,Supermarket Type1,0.3884609998892489
FDI35,14.0,Low Fat,Starchy Foods,181.7634,OUT017,2007,Tier 2,Supermarket Type1,0.7857397954914712
FDF17,5.19,Low Fat,Frozen Foods,196.011,OUT046,1997,Tier 1,Supermarket Type1,0.5473498489879085
FDS59,14.8,Regular,Breads,109.057,OUT013,1987,Tier 3,Supermarket Type1,0.4195413098787006
FDR48,12.8,Low Fat,Baking Goods,152.1024,OUT019,1985,Tier 1,Grocery Store,-1.1643027297719457
NCF55,6.675,Low Fat,Household,34.1874,OUT018,2009,Tier 3,Supermarket Type2,-1.1501588796929836
NCY29,13.65,Low Fat,Health and Hygiene,57.293,OUT049,1999,Tier 1,Supermarket Type1,-0.6584145883319452
NCF42,17.35,Low Fat,Household,177.1712,OUT049,1999,Tier 1,Supermarket Type1,0.3716249293357838
FDT04,17.25,Low Fat,Frozen Foods,37.5822,OUT010,1998,Tier 3,Grocery Store,-1.2337585131712947
NCD30,19.7,Low Fat,Household,96.0726,OUT045,2002,Tier 2,Supermarket Type1,-0.5361782222969363
FDM52,15.1,Low Fat,Frozen Foods,147.2076,OUT045,2002,Tier 2,Supermarket Type1,-0.2111299803239216
FDF39,14.85,Regular,Dairy,261.591,OUT018,2009,Tier 3,Supermarket Type2,0.1734888557955419
DRD25,6.135,Low Fat,Soft Drinks,111.886,OUT017,2007,Tier 2,Supermarket Type1,-0.2584791930179168
FDQ16,19.7,Low Fat,Frozen Foods,109.1912,OUT013,1987,Tier 3,Supermarket Type1,-0.2991908586273679
FDM58,16.85,Regular,Snack Foods,111.0544,OUT045,2002,Tier 2,Supermarket Type1,-0.1753478179965705
NCQ42,12.8,Low Fat,Household,128.3678,OUT027,1985,Tier 3,Supermarket Type3,0.7001274417279165
FDP08,20.5,Regular,Fruits and Vegetables,192.2478,OUT046,1997,Tier 1,Supermarket Type1,1.1512236075470406
FDI10,8.51,Regular,Snack Foods,171.5422,OUT017,2007,Tier 2,Supermarket Type1,0.5335068098279369
FDD38,16.75,Regular,Canned,101.9674,OUT017,2007,Tier 2,Supermarket Type1,-0.3704165690198611
FDY14,12.8,Low Fat,Dairy,262.9226,OUT027,1985,Tier 3,Supermarket Type3,2.6440617754914504
FDL27,6.17,Low Fat,Meat,66.3826,OUT017,2007,Tier 2,Supermarket Type1,-0.7144341679260174
NCN17,12.8,Low Fat,Health and Hygiene,101.0358,OUT027,1985,Tier 3,Supermarket Type3,0.1602170964486449
FDX11,16.0,Regular,Baking Goods,180.5634,OUT045,2002,Tier 2,Supermarket Type1,0.4065911807164291
FDB10,10.0,Low Fat,Snack Foods,236.859,OUT035,2004,Tier 2,Supermarket Type1,1.001225711073522
FDT40,5.985,Low Fat,Frozen Foods,127.3678,OUT045,2002,Tier 2,Supermarket Type1,-1.0313048272677834
FDR10,17.6,Low Fat,Snack Foods,160.6552,OUT046,1997,Tier 1,Supermarket Type1,0.4716565156347433
FDH56,9.8,Regular,Fruits and Vegetables,116.7492,OUT018,2009,Tier 3,Supermarket Type2,-0.3095509619571851
FDR07,21.35,Low Fat,Fruits and Vegetables,96.8094,OUT017,2007,Tier 2,Supermarket Type1,-0.6476811459103283
FDK44,16.6,Low Fat,Fruits and Vegetables,175.5738,OUT045,2002,Tier 2,Supermarket Type1,-1.135769202510107
FDT44,16.6,Low Fat,Fruits and Vegetables,116.0466,OUT013,1987,Tier 3,Supermarket Type1,-0.226630089598544
FDL45,15.6,Low Fat,Snack Foods,123.4704,OUT013,1987,Tier 3,Supermarket Type1,0.0082687165367189
FDZ16,16.85,Regular,Frozen Foods,192.4478,OUT017,2007,Tier 2,Supermarket Type1,1.7793048719172082
FDT46,12.8,Low Fat,Snack Foods,52.1008,OUT019,1985,Tier 1,Grocery Store,-1.3282944560558765
FDW27,5.86,Regular,Meat,154.9314,OUT013,1987,Tier 3,Supermarket Type1,0.0632680914797285
FDS40,15.35,Low Fat,Frozen Foods,38.419,OUT018,2009,Tier 3,Supermarket Type2,-1.1333067452320984
NCK53,11.6,Low Fat,Health and Hygiene,98.1042,OUT045,2002,Tier 2,Supermarket Type1,-0.3476886742059012
FDB38,19.5,Regular,Canned,161.392,OUT049,1999,Tier 1,Supermarket Type1,0.4965239794491991
NCG54,12.1,Low Fat,Household,169.5106,OUT035,2004,Tier 2,Supermarket Type1,0.6019536833552186
FDJ34,11.8,Regular,Snack Foods,124.5704,OUT018,2009,Tier 3,Supermarket Type2,-0.711868307931753
FDR59,14.5,Regular,Breads,260.4594,OUT010,1998,Tier 3,Grocery Store,-0.6825146818306044
FDZ34,12.8,Low Fat,Starchy Foods,192.282,OUT027,1985,Tier 3,Supermarket Type3,1.9909164197546287
FDA14,16.1,Low Fat,Dairy,147.176,OUT045,2002,Tier 2,Supermarket Type1,-0.0549949124439844
NCE06,5.825,Low Fat,Household,162.4894,OUT010,1998,Tier 3,Grocery Store,-1.1513093575048328
NCI29,8.6,Low Fat,Health and Hygiene,140.5154,OUT018,2009,Tier 3,Supermarket Type2,-1.177209615829376
DRL49,13.15,Low Fat,Soft Drinks,143.4812,OUT049,1999,Tier 1,Supermarket Type1,-0.8068359217884107
FDR43,18.2,Low Fat,Fruits and Vegetables,38.419,OUT049,1999,Tier 1,Supermarket Type1,-0.8387795737220138
NCD18,16.0,Low Fat,Household,231.3668,OUT018,2009,Tier 3,Supermarket Type2,1.626061676830329
NCD07,9.1,Low Fat,Household,112.0518,OUT035,2004,Tier 2,Supermarket Type1,-0.4733745733828627
FDB22,8.02,Low Fat,Snack Foods,155.2998,OUT045,2002,Tier 2,Supermarket Type1,-0.5633734935377065
FDY08,9.395,Regular,Fruits and Vegetables,139.9838,OUT035,2004,Tier 2,Supermarket Type1,0.2799041127107002
FDE24,12.8,Low Fat,Baking Goods,143.0812,OUT027,1985,Tier 3,Supermarket Type3,1.040715838695657
FDU25,12.35,Low Fat,Canned,57.0246,OUT035,2004,Tier 2,Supermarket Type1,-0.2344402128160103
NCS54,13.6,Low Fat,Household,176.437,OUT045,2002,Tier 2,Supermarket Type1,1.6131115476680575
FDF50,4.905,Low Fat,Canned,195.7768,OUT035,2004,Tier 2,Supermarket Type1,0.5555176660825514
FDE41,9.195,Regular,Frozen Foods,83.1566,OUT017,2007,Tier 2,Supermarket Type1,-0.6484126750366228
FDY35,17.6,Regular,Breads,44.0402,OUT013,1987,Tier 3,Supermarket Type1,-0.9180853735669884
DRI59,9.5,Low Fat,Hard Drinks,225.2088,OUT049,1999,Tier 1,Supermarket Type1,1.2456599250715772
FDX04,19.6,Regular,Frozen Foods,48.8376,OUT017,2007,Tier 2,Supermarket Type1,-1.0192180400496635
FDI15,13.8,Low Fat,Dairy,263.5884,OUT017,2007,Tier 2,Supermarket Type1,0.1851439720415862
FDT14,10.695,Regular,Dairy,120.444,OUT035,2004,Tier 2,Supermarket Type1,0.2706148245125783
FDO34,17.7,Low Fat,Snack Foods,168.7816,OUT046,1997,Tier 1,Supermarket Type1,0.2738652907588775
FDN01,8.895,Low Fat,Breakfast,177.037,OUT010,1998,Tier 3,Grocery Store,-1.2467086423335665
FDH40,11.6,Regular,Frozen Foods,82.2276,OUT010,1998,Tier 3,Grocery Store,-1.2031098741539188
FDO32,6.36,Low Fat,Fruits and Vegetables,45.906,OUT035,2004,Tier 2,Supermarket Type1,-1.0891487375259297
FDV44,8.365,Regular,Fruits and Vegetables,190.7188,OUT017,2007,Tier 2,Supermarket Type1,-0.1265224697970811
FDX11,16.0,Regular,Baking Goods,182.5634,OUT017,2007,Tier 2,Supermarket Type1,0.5544957216551505
FDS52,8.89,Low Fat,Frozen Foods,102.8016,OUT018,2009,Tier 3,Supermarket Type2,-0.7049615723785415
NCO17,10.0,Low Fat,Health and Hygiene,118.744,OUT045,2002,Tier 2,Supermarket Type1,-0.1337881676915425
FDA48,12.8,Low Fat,Baking Goods,221.5114,OUT027,1985,Tier 3,Supermarket Type3,2.1991569369797626
FDW49,19.5,Low Fat,Canned,179.3002,OUT049,1999,Tier 1,Supermarket Type1,0.1484519394151504
NCA18,10.1,Low Fat,Household,115.9492,OUT017,2007,Tier 2,Supermarket Type1,-0.3690846204232156
FDK60,16.5,Regular,Baking Goods,98.9068,OUT018,2009,Tier 3,Supermarket Type2,-0.2266701353186473
FDH12,12.8,Low Fat,Baking Goods,107.128,OUT027,1985,Tier 3,Supermarket Type3,0.4766316976424993
FDQ19,7.35,Regular,Fruits and Vegetables,241.3512,OUT045,2002,Tier 2,Supermarket Type1,2.0957196944487086
NCC19,6.57,Low Fat,Household,191.682,OUT045,2002,Tier 2,Supermarket Type1,0.2449479263251474
NCE19,12.8,Low Fat,Household,54.5956,OUT019,1985,Tier 1,Grocery Store,-1.219513371092796
NCN14,12.8,Low Fat,Others,184.2608,OUT019,1985,Tier 1,Grocery Store,-1.1228190733478354
FDL51,12.8,Regular,Dairy,212.7876,OUT019,1985,Tier 1,Grocery Store,-1.0551126849182688
FDQ13,11.1,Low Fat,Canned,82.5908,OUT013,1987,Tier 3,Supermarket Type1,-0.3820716852659054
FDC44,15.6,Low Fat,Fruits and Vegetables,114.1518,OUT045,2002,Tier 2,Supermarket Type1,-0.18004967033447
FDB15,10.895,Low Fat,Dairy,264.5568,OUT013,1987,Tier 3,Supermarket Type1,2.22867435384803
FDB08,6.055,Low Fat,Fruits and Vegetables,160.3578,OUT017,2007,Tier 2,Supermarket Type1,0.1993891141200851
NCT41,15.7,Low Fat,Health and Hygiene,153.2024,OUT046,1997,Tier 1,Supermarket Type1,1.0994230908979543
FDE57,9.6,Low Fat,Fruits and Vegetables,141.0154,OUT013,1987,Tier 3,Supermarket Type1,0.3858709740567946
FDO57,20.75,Low Fat,Snack Foods,161.7578,OUT046,1997,Tier 1,Supermarket Type1,0.5114872269308283
FDD36,13.3,Low Fat,Baking Goods,119.8124,OUT017,2007,Tier 2,Supermarket Type1,0.0110995227471856
FDU33,7.63,Regular,Snack Foods,45.2402,OUT017,2007,Tier 2,Supermarket Type1,-0.938559748182868
FDL33,12.8,Low Fat,Snack Foods,194.4452,OUT027,1985,Tier 3,Supermarket Type3,1.6847689290326262
FDZ36,6.035,Regular,Baking Goods,187.724,OUT018,2009,Tier 3,Supermarket Type2,-0.0315548559404233
DRJ35,10.1,Low Fat,Hard Drinks,61.2878,OUT046,1997,Tier 1,Supermarket Type1,-0.5361782222969363
FDY27,6.38,Low Fat,Dairy,177.7344,OUT035,2004,Tier 2,Supermarket Type1,0.2832565657385649
FDJ48,11.3,Low Fat,Baking Goods,245.2118,OUT045,2002,Tier 2,Supermarket Type1,2.32234695478846
FDP58,11.1,Low Fat,Snack Foods,218.3482,OUT045,2002,Tier 2,Supermarket Type1,0.4851552976342095
FDV32,7.785,Low Fat,Fruits and Vegetables,62.651,OUT013,1987,Tier 3,Supermarket Type1,-0.7036460400507143
NCF42,17.35,Low Fat,Household,176.7712,OUT017,2007,Tier 2,Supermarket Type1,0.4622767361141964
FDN39,19.35,Regular,Meat,168.8816,OUT049,1999,Tier 1,Supermarket Type1,0.6044587732057157
FDF05,17.5,Low Fat,Frozen Foods,264.391,OUT045,2002,Tier 2,Supermarket Type1,2.049099229464531
FDT45,15.85,Low Fat,Snack Foods,53.2956,OUT045,2002,Tier 2,Supermarket Type1,-0.9634747032436703
