Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDS14,12.8,Low Fat,Dairy,158.3288,OUT019,1985,Tier 1,Grocery Store,-1.151333658047619
FDZ58,17.85,Low Fat,Snack Foods,122.5072,OUT045,2002,Tier 2,Supermarket Type1,-0.3428484916202065
FDD46,6.035,Low Fat,Snack Foods,155.3998,OUT046,1997,Tier 1,Supermarket Type1,-0.323802992752472
FDJ03,12.35,Regular,Dairy,48.4692,OUT035,2004,Tier 2,Supermarket Type1,-0.908654164675506
FDU03,18.7,Regular,Meat,180.4292,OUT010,1998,Tier 3,Grocery Store,-1.0564109173671916
FDA33,12.8,Low Fat,Snack Foods,148.5076,OUT027,1985,Tier 3,Supermarket Type3,1.092116194188042
NCW53,18.35,Low Fat,Health and Hygiene,191.1162,OUT035,2004,Tier 2,Supermarket Type1,0.7003521231309706
NCC55,10.695,Low Fat,Household,36.9848,OUT017,2007,Tier 2,Supermarket Type1,-1.0199891056253108
FDP52,12.8,Regular,Frozen Foods,229.801,OUT019,1985,Tier 1,Grocery Store,-1.09097946678038
FDE39,7.89,Low Fat,Dairy,120.4782,OUT049,1999,Tier 1,Supermarket Type1,-0.3202751263022418
FDB44,6.655,Low Fat,Fruits and Vegetables,210.4586,OUT035,2004,Tier 2,Supermarket Type1,0.2551409097221128
FDG59,15.85,Low Fat,Starchy Foods,37.5164,OUT013,1987,Tier 3,Supermarket Type1,-0.9892237592563136
FDI05,8.35,Regular,Frozen Foods,74.2354,OUT013,1987,Tier 3,Supermarket Type1,-0.7038264094862072
FDF59,12.5,Low Fat,Starchy Foods,128.302,OUT045,2002,Tier 2,Supermarket Type1,-0.3095333512165223
FDM39,12.8,Low Fat,Dairy,180.3002,OUT019,1985,Tier 1,Grocery Store,-1.1403754499716097
FDB14,20.25,Regular,Canned,91.212,OUT013,1987,Tier 3,Supermarket Type1,-0.4141846896905245
NCS05,12.8,Low Fat,Health and Hygiene,134.3942,OUT019,1985,Tier 1,Grocery Store,-1.1600706548294133
DRJ35,10.1,Low Fat,Hard Drinks,61.9878,OUT045,2002,Tier 2,Supermarket Type1,-0.7769003697991463
FDO31,12.8,Regular,Fruits and Vegetables,79.496,OUT019,1985,Tier 1,Grocery Store,-1.2392523033233007
FDA31,7.1,Low Fat,Fruits and Vegetables,173.608,OUT046,1997,Tier 1,Supermarket Type1,0.3172566735119788
FDX40,12.85,Low Fat,Frozen Foods,38.4164,OUT049,1999,Tier 1,Supermarket Type1,-0.9747054661768036
FDW56,7.68,Low Fat,Fruits and Vegetables,191.9162,OUT045,2002,Tier 2,Supermarket Type1,0.521678039876212
FDH09,12.6,Low Fat,Seafood,51.3982,OUT018,2009,Tier 3,Supermarket Type2,-1.0348005738634662
FDA52,12.8,Regular,Frozen Foods,176.437,OUT019,1985,Tier 1,Grocery Store,-1.159765598662447
FDF20,12.8,Low Fat,Fruits and Vegetables,197.8768,OUT019,1985,Tier 1,Grocery Store,-1.091107221047439
FDE40,15.6,Regular,Dairy,61.3194,OUT046,1997,Tier 1,Supermarket Type1,-0.84079643098892
NCU17,5.32,Low Fat,Health and Hygiene,100.1674,OUT046,1997,Tier 1,Supermarket Type1,-0.4479254963755903
NCP14,8.275,Low Fat,Household,106.3306,OUT035,2004,Tier 2,Supermarket Type1,-0.261553374610956
FDN25,12.8,Regular,Breakfast,56.1588,OUT027,1985,Tier 3,Supermarket Type3,-0.4641451101563896
FDU39,18.85,Low Fat,Meat,59.2562,OUT049,1999,Tier 1,Supermarket Type1,-0.7488402503240468
NCM05,6.825,Low Fat,Health and Hygiene,264.9226,OUT017,2007,Tier 2,Supermarket Type1,1.0048719275362297
FDU07,11.1,Low Fat,Fruits and Vegetables,149.6366,OUT017,2007,Tier 2,Supermarket Type1,0.1238591854776514
FDF28,15.7,Regular,Frozen Foods,126.2046,OUT049,1999,Tier 1,Supermarket Type1,-0.1876146299916315
FDR57,5.675,Regular,Snack Foods,158.7288,OUT049,1999,Tier 1,Supermarket Type1,-0.1738114761788413
FDJ33,8.895,Regular,Snack Foods,123.273,OUT013,1987,Tier 3,Supermarket Type1,-0.0769224162298085
DRH23,14.65,Low Fat,Hard Drinks,55.6614,OUT035,2004,Tier 2,Supermarket Type1,-0.7161018414949407
FDQ52,17.0,Low Fat,Frozen Foods,249.1434,OUT046,1997,Tier 1,Supermarket Type1,0.9855586413696464
DRK13,11.8,Low Fat,Soft Drinks,197.4084,OUT035,2004,Tier 2,Supermarket Type1,0.327573121449879
FDP09,19.75,Low Fat,Snack Foods,211.8902,OUT046,1997,Tier 1,Supermarket Type1,0.5233629745268867
FDR08,12.8,Low Fat,Fruits and Vegetables,109.4886,OUT027,1985,Tier 3,Supermarket Type3,0.4017093586053402
FDV50,14.3,Low Fat,Dairy,122.473,OUT045,2002,Tier 2,Supermarket Type1,-0.5735169155213147
FDT13,14.85,Low Fat,Canned,189.8214,OUT049,1999,Tier 1,Supermarket Type1,0.6722799917729226
FDJ27,12.8,Regular,Meat,100.8674,OUT027,1985,Tier 3,Supermarket Type3,0.4164114495459093
FDH21,10.395,Low Fat,Seafood,156.9604,OUT046,1997,Tier 1,Supermarket Type1,0.5361523606641734
FDW14,12.8,Regular,Dairy,87.8198,OUT027,1985,Tier 3,Supermarket Type3,0.0935076900298149
FDL52,6.635,Regular,Frozen Foods,39.4506,OUT049,1999,Tier 1,Supermarket Type1,-1.0333671832218574
FDW28,18.25,Low Fat,Frozen Foods,196.7452,OUT017,2007,Tier 2,Supermarket Type1,0.7248979534441482
FDL40,17.7,Low Fat,Frozen Foods,97.241,OUT049,1999,Tier 1,Supermarket Type1,-0.4405461887475064
FDE24,14.85,Low Fat,Baking Goods,141.9812,OUT046,1997,Tier 1,Supermarket Type1,-0.150140031538854
FDX35,5.035,Regular,Breads,227.9036,OUT049,1999,Tier 1,Supermarket Type1,1.5794501578041602
FDP46,15.35,Low Fat,Snack Foods,88.383,OUT017,2007,Tier 2,Supermarket Type1,-0.5579529383806859
FDX56,17.1,Regular,Fruits and Vegetables,206.3638,OUT045,2002,Tier 2,Supermarket Type1,0.7152558417590824
FDQ45,9.5,Regular,Snack Foods,185.3608,OUT049,1999,Tier 1,Supermarket Type1,0.507728009951332
FDK50,12.8,Low Fat,Canned,161.0894,OUT027,1985,Tier 3,Supermarket Type3,1.217585356555053
FDY26,20.6,Regular,Dairy,211.2244,OUT045,2002,Tier 2,Supermarket Type1,0.3661954372643737
FDQ09,7.235,Low Fat,Snack Foods,114.2834,OUT017,2007,Tier 2,Supermarket Type1,-0.3161591328042548
FDN39,19.35,Regular,Meat,168.8816,OUT049,1999,Tier 1,Supermarket Type1,0.6044587732057157
FDP13,8.1,Regular,Canned,40.848,OUT017,2007,Tier 2,Supermarket Type1,-0.9865395919050556
FDR51,9.035,Regular,Meat,149.9708,OUT013,1987,Tier 3,Supermarket Type1,0.1002021482613609
FDZ49,11.0,Regular,Canned,218.9798,OUT010,1998,Tier 3,Grocery Store,-1.0409614082112286
FDL28,10.0,Regular,Frozen Foods,230.1668,OUT018,2009,Tier 3,Supermarket Type2,0.548081952951795
FDZ10,17.85,Low Fat,Snack Foods,125.602,OUT035,2004,Tier 2,Supermarket Type1,-0.1064653481964462
FDK38,6.65,Low Fat,Canned,148.0734,OUT013,1987,Tier 3,Supermarket Type1,-0.1403243162934869
DRL49,12.8,Low Fat,Soft Drinks,143.0812,OUT027,1985,Tier 3,Supermarket Type3,0.3995438357035989
FDR15,9.3,Regular,Meat,153.3314,OUT013,1987,Tier 3,Supermarket Type1,-0.0213022825496935
FDQ24,15.7,Low Fat,Baking Goods,251.7724,OUT035,2004,Tier 2,Supermarket Type1,1.2211486499293702
FDD56,15.2,Regular,Fruits and Vegetables,176.7054,OUT013,1987,Tier 3,Supermarket Type1,0.5729433745702363
NCR42,9.105,Low Fat,Household,32.59,OUT046,1997,Tier 1,Supermarket Type1,-0.9893084436691442
FDH52,9.42,Regular,Frozen Foods,63.3194,OUT045,2002,Tier 2,Supermarket Type1,-0.8042573343481848
FDH57,12.8,Low Fat,Fruits and Vegetables,130.5284,OUT019,1985,Tier 1,Grocery Store,-1.1745035502686938
FDR15,9.3,Regular,Meat,156.7314,OUT010,1998,Tier 3,Grocery Store,-1.1511151453591233
FDJ34,11.8,Regular,Snack Foods,125.2704,OUT035,2004,Tier 2,Supermarket Type1,-0.2491805794570135
FDW37,19.2,Low Fat,Canned,92.4488,OUT035,2004,Tier 2,Supermarket Type1,-0.4773881464846721
FDQ23,6.55,Low Fat,Breads,101.3332,OUT018,2009,Tier 3,Supermarket Type2,-0.5196113942264374
FDP34,12.85,Low Fat,Snack Foods,158.263,OUT013,1987,Tier 3,Supermarket Type1,0.3107109657372374
FDE04,12.8,Regular,Frozen Foods,180.966,OUT027,1985,Tier 3,Supermarket Type3,1.7373169778249982
FDC48,9.195,Low Fat,Baking Goods,80.7592,OUT045,2002,Tier 2,Supermarket Type1,-0.6793823863767385
FDA47,12.8,Regular,Baking Goods,162.221,OUT019,1985,Tier 1,Grocery Store,-1.1418260408992296
FDI35,14.0,Low Fat,Starchy Foods,179.9634,OUT018,2009,Tier 3,Supermarket Type2,0.3019989566939277
NCV05,10.1,Low Fat,Health and Hygiene,156.1656,OUT013,1987,Tier 3,Supermarket Type1,-0.1373162406648917
FDR28,13.85,Regular,Frozen Foods,161.921,OUT045,2002,Tier 2,Supermarket Type1,0.2121159822435628
FDH31,12.0,Regular,Meat,98.4042,OUT017,2007,Tier 2,Supermarket Type1,-0.3013924291185427
FDP59,12.8,Regular,Breads,104.0648,OUT019,1985,Tier 1,Grocery Store,-1.2025849977607068
FDS19,13.8,Regular,Fruits and Vegetables,76.5012,OUT018,2009,Tier 3,Supermarket Type2,-0.724500352686797
FDM60,10.8,Regular,Baking Goods,41.0138,OUT045,2002,Tier 2,Supermarket Type1,-1.0177263491652402
FDJ44,12.3,Regular,Fruits and Vegetables,173.2396,OUT018,2009,Tier 3,Supermarket Type2,0.1254802792722937
DRH51,17.6,Low Fat,Dairy,86.6856,OUT017,2007,Tier 2,Supermarket Type1,-0.7428769719725785
DRC25,5.73,Low Fat,Soft Drinks,85.1882,OUT017,2007,Tier 2,Supermarket Type1,-0.4837823810003245
DRE25,15.35,Low Fat,Soft Drinks,93.312,OUT013,1987,Tier 3,Supermarket Type1,-0.3803167316441843
NCX05,15.2,Low Fat,Health and Hygiene,114.9492,OUT049,1999,Tier 1,Supermarket Type1,-0.0600599568740092
FDR11,10.5,Regular,Breads,158.4578,OUT017,2007,Tier 2,Supermarket Type1,0.3367970607920143
DRP47,15.75,Low Fat,Hard Drinks,250.7382,OUT045,2002,Tier 2,Supermarket Type1,1.0281318194075737
DRC49,12.8,Low Fat,Soft Drinks,143.6128,OUT019,1985,Tier 1,Grocery Store,-1.219212360286736
FDQ47,12.8,Regular,Breads,36.4874,OUT027,1985,Tier 3,Supermarket Type3,-0.5676044257215346
FDL20,17.1,Low Fat,Fruits and Vegetables,111.3886,OUT013,1987,Tier 3,Supermarket Type1,-0.2979045878361456
FDM34,19.0,Low Fat,Snack Foods,130.9626,OUT035,2004,Tier 2,Supermarket Type1,0.1343684448241643
NCN55,14.6,Low Fat,Others,239.4538,OUT013,1987,Tier 3,Supermarket Type1,0.774696033875373
FDD41,6.765,Regular,Frozen Foods,104.4306,OUT035,2004,Tier 2,Supermarket Type1,-0.2432069128802879
FDE52,10.395,Regular,Dairy,90.1514,OUT049,1999,Tier 1,Supermarket Type1,-0.6342967206845677
NCT18,12.8,Low Fat,Household,179.1976,OUT019,1985,Tier 1,Grocery Store,-1.1825262467692812
FDJ32,10.695,Low Fat,Fruits and Vegetables,59.6536,OUT018,2009,Tier 3,Supermarket Type2,-0.9322411362995312
FDE16,8.895,Low Fat,Frozen Foods,210.1954,OUT046,1997,Tier 1,Supermarket Type1,0.9806652365386096
FDZ09,17.6,Low Fat,Snack Foods,163.0868,OUT045,2002,Tier 2,Supermarket Type1,0.0309905967784733
DRZ11,8.85,Regular,Soft Drinks,123.5388,OUT046,1997,Tier 1,Supermarket Type1,-0.3933514426029985
FDK41,14.3,Low Fat,Frozen Foods,86.5224,OUT049,1999,Tier 1,Supermarket Type1,-0.6333972038993191
FDE56,17.25,Regular,Fruits and Vegetables,61.3194,OUT049,1999,Tier 1,Supermarket Type1,-0.7526967839670643
FDH34,8.63,Low Fat,Snack Foods,186.0582,OUT013,1987,Tier 3,Supermarket Type1,0.4441135235336816
DRI49,14.15,Low Fat,Soft Drinks,80.9276,OUT013,1987,Tier 3,Supermarket Type1,-0.5492518142404941
DRI59,9.5,Low Fat,Hard Drinks,224.7088,OUT046,1997,Tier 1,Supermarket Type1,0.6745188662408272
DRC36,13.0,Regular,Soft Drinks,173.8054,OUT049,1999,Tier 1,Supermarket Type1,0.2100762864142202
FDS15,12.8,Regular,Meat,105.8596,OUT019,1985,Tier 1,Grocery Store,-1.1868183568085129
FDI07,12.35,Regular,Meat,196.0426,OUT018,2009,Tier 3,Supermarket Type2,0.1606492361719265
FDZ15,13.1,Low Fat,Dairy,118.6782,OUT018,2009,Tier 3,Supermarket Type2,-0.4314912370290308
NCX41,12.8,Low Fat,Health and Hygiene,211.3244,OUT027,1985,Tier 3,Supermarket Type3,1.9467468387190765
NCO29,12.8,Low Fat,Health and Hygiene,166.2526,OUT019,1985,Tier 1,Grocery Store,-1.1090575559735003
FDF57,14.5,Regular,Fruits and Vegetables,168.4448,OUT013,1987,Tier 3,Supermarket Type1,0.0520796498225459
FDI33,16.5,Low Fat,Snack Foods,90.9146,OUT035,2004,Tier 2,Supermarket Type1,-0.4141671649061706
DRJ47,18.25,Low Fat,Hard Drinks,172.008,OUT049,1999,Tier 1,Supermarket Type1,0.3467879926057186
FDB34,15.25,Low Fat,Snack Foods,86.3198,OUT046,1997,Tier 1,Supermarket Type1,-0.55740414245234
FDY22,12.8,Regular,Snack Foods,143.3128,OUT027,1985,Tier 3,Supermarket Type3,0.949586248978007
DRL11,10.5,Low Fat,Hard Drinks,158.3946,OUT017,2007,Tier 2,Supermarket Type1,0.11500098881665
FDY46,18.6,Low Fat,Snack Foods,188.7898,OUT035,2004,Tier 2,Supermarket Type1,0.5774774927107286
FDG17,6.865,Regular,Frozen Foods,243.1486,OUT013,1987,Tier 3,Supermarket Type1,1.1776868253862531
FDE52,10.395,Regular,Dairy,88.5514,OUT018,2009,Tier 3,Supermarket Type2,-0.7539466149549092
DRP47,12.8,Low Fat,Hard Drinks,251.5382,OUT027,1985,Tier 3,Supermarket Type3,1.5733423635288986
FDO01,21.1,Regular,Breakfast,127.7994,OUT010,1998,Tier 3,Grocery Store,-1.213889380911733
FDL09,19.6,Regular,Snack Foods,169.6816,OUT046,1997,Tier 1,Supermarket Type1,-0.0461012742085261
FDR57,5.675,Regular,Snack Foods,157.7288,OUT013,1987,Tier 3,Supermarket Type1,-0.1153767983713996
DRD37,9.8,Low Fat,Soft Drinks,48.006,OUT035,2004,Tier 2,Supermarket Type1,-0.7844639550844125
FDQ36,12.8,Regular,Baking Goods,39.0848,OUT027,1985,Tier 3,Supermarket Type3,-0.6603242062323003
FDL33,7.235,Low Fat,Snack Foods,196.7452,OUT049,1999,Tier 1,Supermarket Type1,0.6446882898887227
FDL48,19.35,Regular,Baking Goods,49.7034,OUT045,2002,Tier 2,Supermarket Type1,-0.9577790187427444
FDL28,10.0,Regular,Frozen Foods,230.9668,OUT049,1999,Tier 1,Supermarket Type1,0.9777564079037174
NCN29,15.2,Low Fat,Health and Hygiene,47.5034,OUT046,1997,Tier 1,Supermarket Type1,-0.8971505060205773
FDO13,7.865,Low Fat,Breakfast,165.9526,OUT035,2004,Tier 2,Supermarket Type1,0.4128255978102849
FDB38,19.5,Regular,Canned,161.792,OUT045,2002,Tier 2,Supermarket Type1,0.2856221023573956
FDI36,12.5,Regular,Baking Goods,196.3426,OUT035,2004,Tier 2,Supermarket Type1,0.6936641534607112
FDI58,7.64,Regular,Snack Foods,91.412,OUT035,2004,Tier 2,Supermarket Type1,-0.3736584577814462
FDH22,6.405,Low Fat,Snack Foods,128.9678,OUT018,2009,Tier 3,Supermarket Type2,-0.2676677366043951
FDQ27,5.19,Regular,Meat,104.999,OUT013,1987,Tier 3,Supermarket Type1,-0.494757800942132
FDT33,7.81,Regular,Snack Foods,166.1158,OUT046,1997,Tier 1,Supermarket Type1,0.2491314943003657
FDC56,7.72,Low Fat,Fruits and Vegetables,119.144,OUT045,2002,Tier 2,Supermarket Type1,-0.3921107283433748
FDF14,7.55,Low Fat,Canned,154.834,OUT046,1997,Tier 1,Supermarket Type1,0.1659571511203747
FDQ39,14.8,Low Fat,Meat,192.2846,OUT017,2007,Tier 2,Supermarket Type1,0.7811958123631482
NCM43,14.5,Low Fat,Others,164.621,OUT017,2007,Tier 2,Supermarket Type1,0.2653326946126744
FDS46,17.6,Regular,Snack Foods,120.0782,OUT035,2004,Tier 2,Supermarket Type1,-0.0190944713662874
FDI22,12.6,Low Fat,Snack Foods,207.4612,OUT049,1999,Tier 1,Supermarket Type1,0.8026639185645811
NCE43,12.5,Low Fat,Household,170.4448,OUT045,2002,Tier 2,Supermarket Type1,0.1586734698971608
FDZ36,6.035,Regular,Baking Goods,186.124,OUT010,1998,Tier 3,Grocery Store,-1.0395368992143286
FDR13,12.8,Regular,Canned,115.8492,OUT019,1985,Tier 1,Grocery Store,-1.176772578864178
FDP46,15.35,Low Fat,Snack Foods,89.383,OUT018,2009,Tier 3,Supermarket Type2,-0.6878055443625914
FDW56,12.8,Low Fat,Fruits and Vegetables,191.8162,OUT019,1985,Tier 1,Grocery Store,-1.156054612757255
FDB40,17.5,Regular,Dairy,145.5102,OUT017,2007,Tier 2,Supermarket Type1,0.4525775867617628
FDM28,15.7,Low Fat,Frozen Foods,178.866,OUT018,2009,Tier 3,Supermarket Type2,0.0246351998021351
FDV49,10.0,Low Fat,Canned,264.6226,OUT013,1987,Tier 3,Supermarket Type1,1.8734096459416647
NCS53,14.5,Low Fat,Health and Hygiene,156.8604,OUT018,2009,Tier 3,Supermarket Type2,-0.016913537610043
FDO03,10.395,Regular,Meat,228.8352,OUT049,1999,Tier 1,Supermarket Type1,1.00393133124471
FDT15,12.15,Regular,Meat,183.595,OUT035,2004,Tier 2,Supermarket Type1,0.7134543480020115
FDD33,12.85,Low Fat,Fruits and Vegetables,230.6642,OUT049,1999,Tier 1,Supermarket Type1,1.114908144225548
FDX13,7.725,Low Fat,Canned,250.9092,OUT017,2007,Tier 2,Supermarket Type1,2.1957658150106334
FDH60,19.7,Regular,Baking Goods,197.311,OUT013,1987,Tier 3,Supermarket Type1,0.436781165398622
DRH51,17.6,Low Fat,Dairy,86.1856,OUT046,1997,Tier 1,Supermarket Type1,-0.7184582741211814
NCL07,13.85,Low Fat,Others,41.948,OUT049,1999,Tier 1,Supermarket Type1,-0.910195756327106
FDW51,6.155,Regular,Meat,213.856,OUT045,2002,Tier 2,Supermarket Type1,0.5275641822133644
FDF21,12.8,Regular,Fruits and Vegetables,187.953,OUT019,1985,Tier 1,Grocery Store,-1.1131643038308603
FDH26,12.8,Regular,Canned,140.1496,OUT019,1985,Tier 1,Grocery Store,-1.163521037703946
FDJ03,12.35,Regular,Dairy,50.2692,OUT049,1999,Tier 1,Supermarket Type1,-0.9092246931019456
FDU35,6.44,Low Fat,Breads,97.97,OUT017,2007,Tier 2,Supermarket Type1,-0.3844932936121137
DRL01,19.5,Regular,Soft Drinks,231.8958,OUT018,2009,Tier 3,Supermarket Type2,1.259985224524332
FDE59,12.15,Low Fat,Starchy Foods,36.7532,OUT045,2002,Tier 2,Supermarket Type1,-1.0225028607556017
FDI60,7.22,Regular,Baking Goods,63.951,OUT035,2004,Tier 2,Supermarket Type1,-0.7068138686614724
DRH39,20.7,Low Fat,Dairy,77.267,OUT035,2004,Tier 2,Supermarket Type1,-0.5444199429008473
FDK36,7.09,Low Fat,Baking Goods,49.3034,OUT049,1999,Tier 1,Supermarket Type1,-0.9147947870863534
FDN52,9.395,Regular,Frozen Foods,85.2198,OUT045,2002,Tier 2,Supermarket Type1,-0.636574195379846
FDU12,15.5,Regular,Baking Goods,263.1568,OUT017,2007,Tier 2,Supermarket Type1,1.6324238096194368
NCT05,12.8,Low Fat,Health and Hygiene,255.8672,OUT027,1985,Tier 3,Supermarket Type3,2.6227988496136208
FDS37,12.8,Low Fat,Canned,117.2492,OUT027,1985,Tier 3,Supermarket Type3,0.5881201751644445
FDK24,9.195,Low Fat,Baking Goods,46.4744,OUT017,2007,Tier 2,Supermarket Type1,-0.8890787674966099
DRF36,16.1,Low Fat,Soft Drinks,191.5846,OUT013,1987,Tier 3,Supermarket Type1,0.7190571480234781
FDN46,7.21,Regular,Snack Foods,101.2332,OUT010,1998,Tier 3,Grocery Store,-1.217686233962689
NCN06,8.39,Low Fat,Household,162.3868,OUT045,2002,Tier 2,Supermarket Type1,0.2056360017825395
FDD59,10.5,Regular,Starchy Foods,80.696,OUT035,2004,Tier 2,Supermarket Type1,-0.4600720301072987
FDM14,13.8,Low Fat,Canned,109.5254,OUT045,2002,Tier 2,Supermarket Type1,-0.3623937617493538
FDO10,13.65,Regular,Snack Foods,56.3588,OUT018,2009,Tier 3,Supermarket Type2,-0.9439391340425096
FDU35,6.44,Low Fat,Breads,98.17,OUT013,1987,Tier 3,Supermarket Type1,-0.3640865224783912
NCA30,19.0,Low Fat,Household,188.7872,OUT018,2009,Tier 3,Supermarket Type2,0.491719363737983
NCO41,12.5,Low Fat,Health and Hygiene,97.3384,OUT049,1999,Tier 1,Supermarket Type1,-0.3171304712155236
FDI24,10.3,Low Fat,Baking Goods,175.837,OUT046,1997,Tier 1,Supermarket Type1,0.4607309397886475
FDZ16,16.85,Regular,Frozen Foods,192.7478,OUT046,1997,Tier 1,Supermarket Type1,0.6263571101536926
FDV47,17.1,Low Fat,Breads,82.7566,OUT046,1997,Tier 1,Supermarket Type1,-0.6263331530829123
FDV16,7.75,Regular,Frozen Foods,34.5558,OUT045,2002,Tier 2,Supermarket Type1,-1.0756393038839882
FDZ22,9.395,Low Fat,Snack Foods,81.925,OUT035,2004,Tier 2,Supermarket Type1,-0.5084064796005648
FDO20,12.85,Regular,Fruits and Vegetables,254.0382,OUT010,1998,Tier 3,Grocery Store,-1.0033173174698282
FDW38,5.325,Regular,Dairy,55.6298,OUT013,1987,Tier 3,Supermarket Type1,-0.99788694906779
FDW52,14.0,Regular,Frozen Foods,164.0526,OUT045,2002,Tier 2,Supermarket Type1,0.216493870162901
FDT43,12.8,Low Fat,Fruits and Vegetables,51.2324,OUT019,1985,Tier 1,Grocery Store,-1.3005231907738828
NCS29,9.0,Low Fat,Health and Hygiene,264.6884,OUT045,2002,Tier 2,Supermarket Type1,0.5490339301057445
NCC31,8.02,Low Fat,Household,154.5972,OUT017,2007,Tier 2,Supermarket Type1,0.2935302548221153
FDA21,13.65,Low Fat,Snack Foods,186.6924,OUT017,2007,Tier 2,Supermarket Type1,0.6798616260876253
FDQ55,13.65,Regular,Fruits and Vegetables,116.1834,OUT046,1997,Tier 1,Supermarket Type1,0.1070732412693663
NCE54,20.7,Low Fat,Household,75.9354,OUT049,1999,Tier 1,Supermarket Type1,-0.6988425070393927
FDD45,8.615,Low Fat,Fruits and Vegetables,93.8436,OUT017,2007,Tier 2,Supermarket Type1,-0.4767516649520586
NCP17,19.35,Low Fat,Health and Hygiene,63.8168,OUT017,2007,Tier 2,Supermarket Type1,-0.7685834009349963
FDR47,17.85,Low Fat,Breads,193.1794,OUT035,2004,Tier 2,Supermarket Type1,0.6917995376747055
DRM35,9.695,Low Fat,Hard Drinks,177.3344,OUT013,1987,Tier 3,Supermarket Type1,0.2872140083406305
FDR47,12.8,Low Fat,Breads,194.2794,OUT019,1985,Tier 1,Grocery Store,-1.1194568448693565
FDX19,19.1,Low Fat,Fruits and Vegetables,233.9958,OUT010,1998,Tier 3,Grocery Store,-1.066424114068026
FDV22,12.8,Regular,Snack Foods,156.263,OUT027,1985,Tier 3,Supermarket Type3,1.371970270729898
FDQ46,12.8,Low Fat,Snack Foods,111.2544,OUT027,1985,Tier 3,Supermarket Type3,0.5254400815155663
DRO47,10.195,Low Fat,Hard Drinks,112.286,OUT045,2002,Tier 2,Supermarket Type1,-0.3981895941379402
FDB44,6.655,Low Fat,Fruits and Vegetables,210.6586,OUT010,1998,Tier 3,Grocery Store,-1.149976768163926
FDN02,16.5,Low Fat,Canned,205.1638,OUT010,1998,Tier 3,Grocery Store,-1.1307050076406002
FDW10,21.2,Low Fat,Snack Foods,174.537,OUT045,2002,Tier 2,Supermarket Type1,0.1151181241890324
FDJ41,12.8,Low Fat,Frozen Foods,262.5594,OUT019,1985,Tier 1,Grocery Store,-0.951200519621994
FDM50,13.0,Regular,Canned,58.322,OUT046,1997,Tier 1,Supermarket Type1,-0.7359902860359565
FDW10,21.2,Low Fat,Snack Foods,177.037,OUT035,2004,Tier 2,Supermarket Type1,0.512288903998103
FDY48,14.0,Low Fat,Baking Goods,102.2332,OUT049,1999,Tier 1,Supermarket Type1,-0.3344133517629151
NCE30,12.8,Low Fat,Household,212.9902,OUT027,1985,Tier 3,Supermarket Type3,1.8828499093173336
FDO04,16.6,Low Fat,Frozen Foods,56.7614,OUT045,2002,Tier 2,Supermarket Type1,-0.825532201991079
FDQ26,13.5,Regular,Dairy,57.9562,OUT010,1998,Tier 3,Grocery Store,-1.2857355865896167
NCX29,10.0,Low Fat,Health and Hygiene,146.1102,OUT018,2009,Tier 3,Supermarket Type2,0.1829029161889388
FDE39,7.89,Low Fat,Dairy,117.7782,OUT046,1997,Tier 1,Supermarket Type1,-0.2635428165734821
NCR54,12.8,Low Fat,Household,194.811,OUT027,1985,Tier 3,Supermarket Type3,1.6919083255368657
NCP55,12.8,Low Fat,Others,56.8614,OUT027,1985,Tier 3,Supermarket Type3,-0.6223106912055859
FDX22,6.785,Regular,Snack Foods,211.2928,OUT017,2007,Tier 2,Supermarket Type1,0.9516838713711804
FDI05,8.35,Regular,Frozen Foods,74.0354,OUT035,2004,Tier 2,Supermarket Type1,-0.6864484422285915
FDC51,12.8,Regular,Dairy,124.873,OUT027,1985,Tier 3,Supermarket Type3,0.7049837356714774
FDC10,9.8,Regular,Snack Foods,119.2098,OUT013,1987,Tier 3,Supermarket Type1,-0.1287364532263081
FDJ46,11.1,Low Fat,Snack Foods,174.3054,OUT045,2002,Tier 2,Supermarket Type1,0.2593737889109765
FDV10,7.645,Regular,Snack Foods,44.2112,OUT010,1998,Tier 3,Grocery Store,-1.3110587889409202
FDX12,12.8,Regular,Baking Goods,242.5196,OUT027,1985,Tier 3,Supermarket Type3,2.549890711993202
FDL43,12.8,Low Fat,Meat,77.867,OUT019,1985,Tier 1,Grocery Store,-1.2316529239327567
DRB13,6.115,Regular,Soft Drinks,189.053,OUT046,1997,Tier 1,Supermarket Type1,-0.120198383457564
FDF59,12.8,Low Fat,Starchy Foods,128.002,OUT027,1985,Tier 3,Supermarket Type3,0.4767175091254507
FDT35,19.85,Regular,Breads,167.8816,OUT049,1999,Tier 1,Supermarket Type1,0.251368886054056
NCJ19,18.6,Low Fat,Others,58.3588,OUT035,2004,Tier 2,Supermarket Type1,-0.7790844529360064
FDT35,19.85,Regular,Breads,169.6816,OUT018,2009,Tier 3,Supermarket Type2,0.2756973317700871
FDI48,11.85,Regular,Baking Goods,49.6666,OUT046,1997,Tier 1,Supermarket Type1,-0.9418540592319964
DRC24,12.8,Low Fat,Soft Drinks,152.2998,OUT019,1985,Tier 1,Grocery Store,-1.1462910068974426
